"","boro","NEIGHBORHOOD","decile","COOPUNITKEY","GROSSCON","prediction","geometry"
"13571",4,4100,6,"409648002400000001-0000     5E",335000,320972.951559459,c(-73.8185242890494, 40.7077031979181)
"13572",3,3090,6,"300217000100000001-0000    23J",520000,605720.924330554,c(-73.9918650635539, 40.6987793276441)
"13573",3,3420,8,"301061002700000001-0000     5B",735000,787597.727439129,c(-73.9732656273984, 40.6749739848263)
"13574",3,3480,1,"308772002200000001-0000     A7",185000,170134.029135627,c(-73.9502367730199, 40.5850931612296)
"13575",3,3020,8,"306121000300000001-0000     4H",699000,369150.535072331,c(-74.0352717773794, 40.6166745278099)
"13576",4,4440,5,"40767000020000006-13000      B",310000,315961.989959479,c(-73.7525580081948, 40.7459999083849)
"13577",1,1270,2,"101447000900000001-0000    10F",475000,530302.43068407,c(-73.9571780524318, 40.7687620442526)
"13578",2,2290,7,"204319003000000001-0000     5E",299000,264643.85470893,c(-73.8659818565585, 40.8563178475601)
"13579",4,4220,6,"403334025000000001-0000     6C",340000,313920.245393653,c(-73.8341759177803, 40.7131406081948)
"13580",1,1281,4,"101217001400000001-0000     9C",642000,764937.415857168,c(-73.973577867232, 40.7873632018023)
"13581",2,2200,9,"202458009000000001-0000    2VS",410000,370381.041849174,c(-73.9230163804598, 40.8248477648657)
"13582",1,1282,6,"101888003600000001-0000     4B",935000,922679.132867056,c(-73.9732802282408, 40.7975794401194)
"13583",1,1210,4,"101978000100000002-0000    14B",645000,617067.26148264,c(-73.9586962723194, 40.8125152615125)
"13584",4,4040,9,"400557000300000010-0000     9D",485000,467864.670451172,c(-73.9317116636673, 40.7626039028715)
"13585",1,1281,7,"101209005300000001-0000    16C",1220000,1210308.54902265,c(-73.9667437889724, 40.7922294561518)
"13586",1,1271,4,"101564004700000001-0000     5A",607500,807106.15897377,c(-73.9497294457921, 40.7758190306068)
"13587",1,1270,10,"101376003700000001-0000    17E",13750000,12860241.5507116,c(-73.9689699782957, 40.7647680101087)
"13588",4,4470,7,"403164003800000001-0000     4D",370000,371058.65635463,c(-73.8557023160588, 40.7214736184882)
"13589",1,1270,3,"101456002600000001-0000     8E",587500,537720.534020084,c(-73.9588254877187, 40.7604851399644)
"13590",1,1270,10,"101413000100000001-0000     6C",7100000,7136119.09381295,c(-73.9603843536443, 40.774917828262)
"13591",1,1220,6,"100867005700000001-0000     3E",885000,528918.074565246,c(-73.9815207792645, 40.7502127306809)
"13592",3,3232,8,"305026003400000001-0000     4F",715000,684688.499686298,c(-73.9622920355104, 40.6599445374112)
"13593",5,5070,8,"500327006000000002-0000     7N",310000,222780.46407503,c(-74.1070169684512, 40.6189772554735)
"13594",1,1280,5,"101184008700000001-0000    12H",775000,684117.178427594,c(-73.9837313165334, 40.7817556343155)
"13595",1,1271,3,"101544001900000001-0000     7C",585494,573204.629145301,c(-73.9520535841124, 40.7740450570933)
"13596",3,3230,4,"305247000600000001-0000     2F",375000,416687.673842299,c(-73.9517449940678, 40.6341993623277)
"13597",3,3480,5,"308768000100000001-0000     6C",419000,377507.577708204,c(-73.9533600689626, 40.585524421627)
"13598",1,1270,2,"101472001400000001-0000     7B",495000,504732.670147864,c(-73.9522223415302, 40.7706734056689)
"13599",1,1270,7,"101448000300000001-0000    28C",1265000,1138148.09335766,c(-73.9572103208062, 40.7696064709358)
"13600",4,4370,1,"403321010000000001-0000     2P",190000,195336.214980443,c(-73.8343973768328, 40.7048234977799)
"13601",1,1120,4,"100526002200000001-0000     2C",600000,624076.351512098,c(-74.0016809600243, 40.7291624479278)
"13602",1,1280,4,"101138005300000001-0000     2G",685000,664021.873821027,c(-73.9832294704406, 40.7748765757229)
"13603",3,3170,3,"307274006000000005-0000    12A",330000,343922.103627464,c(-73.9718572070304, 40.5777227305088)
"13604",1,1080,2,"100841006900000001-0000     4C",450000,595156.288291766,c(-73.9835243708944, 40.7526682412986)
"13605",1,1201,3,"101330003800000001-0000    15D",589000,541450.223632442,c(-73.9667975189131, 40.7596297479267)
"13606",1,1271,5,"101542001900000001-1000    PHJ",799000,828363.365693994,c(-73.9528787717078, 40.7728915760161)
"13607",1,1201,1,"101334004100000001-0000    806",336000,333877.06598483,c(-73.9714800907511, 40.7492114132245)
"13608",3,3250,7,"302061006000000003-0000    11N",575000,635442.642538165,c(-73.9801493406542, 40.6924486506999)
"13609",1,1180,4,"100321000100000012-0000  K1601",675000,705676.755315323,c(-73.9783767808142, 40.7143242282315)
"13610",1,1201,2,"101334004100000001-0000   1710",435000,363835.093559091,c(-73.9714800907511, 40.7492114132245)
"13611",1,1120,2,"100573004300000001-0000   1108",455000,437083.364589917,c(-73.9963064633123, 40.7332486816949)
"13612",4,4440,6,"40774200030000002-95000   28A2",335000,332741.474814606,c(-73.7533622250934, 40.7408888582161)
"13613",1,1110,9,"100871003900000001-0000     8T",2200000,895625.063498702,c(-73.9870026764407, 40.7343647399629)
"13614",4,4211,5,"406631000100000051-0000     2B",310000,361039.282564391,c(-73.8193085042516, 40.7193929655919)
"13615",1,1100,6,"100817008500000001-0000     5F",820000,951042.430579134,c(-73.9955297123488, 40.7383207979066)
"13616",3,3360,3,"307575000600000001-0000     3A",318000,328814.542193065,c(-73.9480621176852, 40.6293271482992)
"13617",3,3350,2,"308819001100000002-0000     3F",257000,254122.2273433,c(-73.9328810656955, 40.6015428457008)
"13618",1,1120,8,"100566000100000001-0000    12V",1606500,1956803.58114271,c(-73.9956685088496, 40.7323565186422)
"13619",4,4220,6,"403233000100000001-0000    312",345000,353577.053500703,c(-73.8463008790246, 40.7195501569157)
"13620",1,1281,6,"101217002900000001-0000    14G",865000,866856.796965776,c(-73.9724859468803, 40.7869021377411)
"13621",1,1270,10,"101384003200000001-0000     8B",3550000,2892217.81889559,c(-73.9655116803143, 40.7695327084191)
"13622",4,4560,9,"400134004500000001-0000     3A",430000,432065.816789698,c(-73.9148167545556, 40.7450142509249)
"13623",4,4330,1,"409834004100000001-0000     5C",165000,184123.228393708,c(-73.7857226310216, 40.7116192562072)
"13624",3,3480,1,"308791010400000003-0000     6K",235000,242874.416157986,c(-73.9403070812936, 40.5863740039536)
"13625",4,4220,9,"402211000100000001-0000    318",462500,438316.40351963,c(-73.8466851751238, 40.7250125688098)
"13626",4,4320,9,"401265005200000003-0000     4J",449000,509478.868230107,c(-73.8882377058532, 40.7520912439483)
"13627",4,4220,9,"402162012200000001-0000  B1004",502493,565162.194160765,c(-73.8474596424591, 40.7377499747607)
"13628",2,2300,3,"205953055000000001-0000     2B",184000,176573.527652135,c(-73.9061150363699, 40.9052352678195)
"13629",2,2300,9,"205722044500000001-0000    19S",500000,416720.530477905,c(-73.9168597790226, 40.878087619241)
"13630",1,1271,7,"101503006700000001-0000      1",1187000,1746096.18480921,c(-73.957153182603, 40.78489528275)
"13631",1,1060,4,"101054002400000001-0000     23",689000,645243.011979876,c(-73.9923352521687, 40.7602525785252)
"13632",2,2200,10,"202461009400000001-0000    16U",600000,424847.855302874,c(-73.9201361445309, 40.8301511750641)
"13633",4,4040,8,"400557000300000003-0000    12D",410000,470268.339272171,c(-73.9317116636673, 40.7626039028715)
"13634",1,1121,4,"100607003800000001-0000     4L",607000,651432.381714391,c(-73.9983668659649, 40.7360130509613)
"13635",5,5231,10,"500001021600000001-0000    A3G",375000,374508.205903223,c(-74.0739643253496, 40.6381177858733)
"13636",1,1280,8,"101185006200000001-0000      1",1280000,1206561.04655549,c(-73.9831098114561, 40.7828639437499)
"13637",1,1030,2,"100722002200000003-0000     2F",420000,584589.982923454,c(-74.001889983744, 40.747843812054)
"13638",1,1271,9,"101513000900000001-0000     3A",1850000,1711559.73828286,c(-73.9571074871133, 40.7786668213229)
"13639",1,1201,4,"101351000100000001-0000   1803",660000,734707.066716325,c(-73.9642264648304, 40.7601687961245)
"13640",1,1100,3,"100817002900000001-0000    2FS",570000,519605.905180745,c(-73.9938596858644, 40.7374329047939)
"13641",1,1030,8,"100753003400000001-0000      A",1475000,1350649.52146985,c(-73.9960846248865, 40.7494411087235)
"13642",1,1201,5,"101365002000000001-0000    6MN",780000,788430.846603338,c(-73.9628523541684, 40.7553462616477)
"13643",1,1201,9,"101368002500000001-0000     3A",1995000,1986496.60356894,c(-73.9611929389599, 40.7572188102674)
"13644",1,1230,7,"100519005100000001-0000     3B",1200000,1211542.80373872,c(-74.0037710535172, 40.727215227016)
"13645",1,1271,4,"101565002900000001-0000    35D",680000,666101.808680717,c(-73.9478840306659, 40.7758797850368)
"13646",1,1140,1,"102248000900000001-0000     3B",232000,275324.960018724,c(-73.926092215674, 40.8683014212638)
"13647",4,4040,9,"400528005000000002-0000     2D",445000,480399.363235793,c(-73.9342222867243, 40.7639054108203)
"13648",1,1271,6,"101544001900000001-0000    14M",950000,936939.286973681,c(-73.9520535841124, 40.7740450570933)
"13649",1,1280,7,"101162000100000001-0000    17D",995000,1039648.54300143,c(-73.9850285598089, 40.7785723498378)
"13650",1,1100,8,"100817002900000001-0000 10MSNS",1650000,1364363.09952969,c(-73.9938596858644, 40.7374329047939)
"13651",3,3150,8,"301944000400000011-0000    11E",715000,737836.913246428,c(-73.967106055987, 40.6873085495432)
"13652",3,3010,4,"306480000600000003-7000     2B",388000,362118.63771856,c(-74.0176171173846, 40.6043438198796)
"13653",4,4220,6,"402135003600000001-0000     5G",349000,336939.436445279,c(-73.8494155230112, 40.7272884966218)
"13654",2,2300,2,"205859029700000001-0000    01A",165000,182180.670191941,c(-73.9000503238866, 40.9058082832976)
"13655",3,3440,7,"301158006700000001-0000    1WR",640000,717981.589372648,c(-73.9704573520301, 40.6773315373024)
"13656",2,2180,1,"203226005300000001-0000     9D",115000,115420.218656661,c(-73.9077536434926, 40.864591539613)
"13657",3,3020,4,"306115000100000002-0000     F8",392500,435331.168141558,c(-74.0381037638533, 40.6168328627777)
"13658",4,4320,7,"401420000100000002-0000    204",350000,331135.070993469,c(-73.877661329052, 40.7574669231441)
"13659",3,3480,1,"308806014000000002-0000     5M",160000,162852.649241695,c(-73.9329635275519, 40.5869031276424)
"13660",1,1110,5,"100877008400000001-0000     9I",745000,829028.947540771,c(-73.9864524974121, 40.7391110803058)
"13661",4,4220,9,"402235000400000001-0000    121",435000,442886.061456275,c(-73.8404409878088, 40.7216094242517)
"13662",1,1271,9,"101509005100000001-0000    12A",1825000,1992356.14093053,c(-73.9577876859949, 40.7759617795583)
"13663",4,4560,9,"400157001300000001-0000     4C",447500,446026.195685606,c(-73.9197014665873, 40.7461685612556)
"13664",1,1120,8,"100577003000000001-0000    6BS",1300000,1410521.68218357,c(-73.9950622144817, 40.7360606516675)
"13665",1,1201,9,"101367002600000001-0000     6D",1800000,1498559.12328701,c(-73.9616505227432, 40.7566430962622)
"13666",3,3150,9,"301944000400000009-0000    11F",935000,954052.268665862,c(-73.967106055987, 40.6873085495432)
"13667",1,1271,4,"101529000100000001-0000    10E",595000,744355.736266979,c(-73.9549847047902, 40.776900421722)
"13668",3,3090,7,"300251002800000001-0000      5",610000,643128.843829997,c(-73.9969215457021, 40.6945459814291)
"13669",3,3150,9,"301902000100000006-0000     6C",850000,919479.905766572,c(-73.9681310607595, 40.6922421297711)
"13670",2,2300,8,"205908021000000001-0000     5F",369000,306602.92883049,c(-73.9119543928071, 40.8903186669982)
"13671",4,4050,9,"405938000500000001-0000     1N",450000,445218.362935486,c(-73.7758752818077, 40.7850229651994)
"13672",4,4220,8,"402215000100000001-0000     4A",420000,405059.492550544,c(-73.844887377177, 40.7224968875754)
"13673",4,4240,2,"40840103500000001-36000   185A",210000,231365.380081994,c(-73.7217556618658, 40.7508521895601)
"13674",4,4210,7,"404340001000000002-0000     6F",360000,372960.42037369,c(-73.8310512966612, 40.7707796940356)
"13675",1,1281,7,"101252003400000001-0000   007C",999900,1195615.84128239,c(-73.9760268001566, 40.7941765047346)
"13676",1,1271,10,"101498001400000001-0000    14A",3150000,3240584.97329009,c(-73.9588212486393, 40.7813579984085)
"13677",1,1271,4,"101555002300000001-0000    24H",625000,665533.021012535,c(-73.9467014930952, 40.7811837062279)
"13678",4,4310,4,"411434002500000001-0000     3K",275000,292574.117273778,c(-73.8457902030931, 40.6673642578742)
"13679",1,1150,3,"100732001600000001-0000    12D",505000,426490.314745067,c(-73.9977433849112, 40.7542942932393)
"13680",1,1220,1,"100895006600000001-0000     9H",370000,421715.254325938,c(-73.9764977080552, 40.7497086811463)
"13681",1,1120,8,"100561003700000001-0000     9L",1337500,1098096.44576849,c(-73.9927851295391, 40.7317647070621)
"13682",2,2300,2,"205723008400000002-0000     4E",156400,157295.698252463,c(-73.9185814156022, 40.8784495830608)
"13683",1,1201,6,"101350002000000001-0000    12D",875000,950223.314300023,c(-73.9632904230948, 40.7587714106616)
"13684",3,3230,4,"305218000100000001-0000     4W",385000,551675.850771262,c(-73.9601336977541, 40.6366488261546)
"13685",1,1271,2,"101547004200000001-0000     5B",475000,538600.333889936,c(-73.9513946431301, 40.7765897674491)
"13686",5,5151,5,"505090003500000003-0000     2G",240000,237427.279424099,c(-74.1387472366125, 40.5558892493505)
"13687",1,1270,8,"101429001300000001-0000     6E",1700000,1578012.5290832,c(-73.9580494790543, 40.7706453163016)
"13688",1,1280,9,"101186003300000001-0000     5B",1900000,1807635.39180486,c(-73.9820747251795, 40.7835830985451)
"13689",4,4220,9,"403236003500000001-0000     3X",489888,429610.851171881,c(-73.8492554856544, 40.7221531757117)
"13690",3,3360,5,"307584003500000001-0000     8J",405000,519206.616845906,c(-73.9562214754449, 40.6277932307884)
"13691",1,1281,7,"101252002000000001-0000    15B",997500,1014009.78104557,c(-73.9750269869912, 40.7933254760078)
"13692",4,4470,1,"403167002800000001-0000     2G",185000,208006.629437205,c(-73.8521279732888, 40.7245199405665)
"13693",4,4470,1,"402093024500000005-0000     9A",192660,182536.946439041,c(-73.8592631495645, 40.7336443755107)
"13694",1,1282,2,"101887001600000001-0000     2F",455000,478116.893438743,c(-73.9733301896094, 40.7956121282206)
"13695",3,3230,7,"305218002600000001-0000     3G",660000,609609.382566241,c(-73.9598731747134, 40.6359405353893)
"13696",3,3201,3,"300086001100000006-0000     3D",300000,338588.874926409,c(-73.9878532443117, 40.6978012627673)
"13697",1,1220,7,"100890000100000001-0000    17A",1150000,682753.446169683,c(-73.9806354683737, 40.74706146519)
"13698",1,1280,10,"101123002900000001-0000     8A",3750000,5377931.69752327,c(-73.9770525474087, 40.7753605115345)
"13699",2,2300,7,"205953003800000001-0000    17D",320000,317527.126191094,c(-73.9058351988851, 40.906974041001)
"13700",1,1282,2,"101851001600000001-0000     1J",405000,394010.978705475,c(-73.9686947495891, 40.7936579696587)
"13701",1,1270,3,"101489003700000004-0000     5F",513000,557538.136797955,c(-73.9500131212496, 40.7700681792284)
"13702",1,1110,4,"100902000100000001-0000    11L",625000,608729.804324889,c(-73.9835406209258, 40.7376804401728)
"13703",3,3330,3,"306796001700000001-0000     1H",299000,274453.13460157,c(-73.9592263756166, 40.6072377460951)
"13704",1,1201,7,"101339001200000001-0000     3B",1075000,931262.3363052,c(-73.9689852506866, 40.7520497500865)
"13705",1,1140,1,"102243031700000001-0000     5H",350000,365200.387274379,c(-73.9159829862733, 40.8705582083456)
"13706",1,1282,4,"101892003200000001-0000     6H",687500,792111.691375212,c(-73.9694299696566, 40.8026356820163)
"13707",4,4240,8,"408489000100000003-0000    19R",390000,373303.066686007,c(-73.7142119283782, 40.7567797984328)
"13708",2,2310,3,"204247005700000001-0000     2C",185000,124004.424033528,c(-73.829162873942, 40.8526991549648)
"13709",1,1220,2,"100885007400000001-0000     3C",415000,437586.351234907,c(-73.9821890954514, 40.7438999539991)
"13710",3,3020,6,"305889005800000001-0000     D1",529000,484837.252229932,c(-74.0311332720758, 40.6347376548078)
"13711",3,3360,6,"306701004700000001-0000     A5",554482,526989.698433081,c(-73.9597497440179, 40.6299735321597)
"13712",1,1282,6,"101892003200000001-0000     6J",829000,792134.614251664,c(-73.9694299696566, 40.8026356820163)
"13713",1,1201,7,"101350002000000001-0000     8D",1250000,1070333.98680398,c(-73.9632904230948, 40.7587714106616)
"13714",1,1200,6,"101294003300000001-0000    11H",875000,1020701.08477542,c(-73.9707312114566, 40.7627331162852)
"13715",1,1271,4,"101525003600000001-0000    10A",675000,757524.74908259,c(-73.9558840067176, 40.774327790668)
"13716",4,4320,9,"401278003200000001-0000     33",501000,475535.651753607,c(-73.8874736823729, 40.7499546553138)
"13717",4,4100,2,"409715022000000001-0000     4B",215000,231604.876583578,c(-73.8168967873529, 40.7111687592084)
"13718",2,2300,4,"205738036600000001-0000     4E",225000,234591.926857073,c(-73.9111058094918, 40.8811253339318)
"13719",4,4040,8,"400654003400000001-0000     8C",395000,433571.597057159,c(-73.9123133148816, 40.7681467604427)
"13720",1,1281,3,"101207000600000001-0000     4E",575000,718079.799736022,c(-73.96816858128, 40.7908243682108)
"13721",1,1270,9,"101406004600000001-0000     7B",1920000,2273274.14621944,c(-73.9617016101528, 40.7698981572616)
